route_id,service_id,trip_id,direction_id,trip_headsign
1,5-TR1,849084,0,Mosson
1,5-TR1,849085,0,Mosson
1,5-TR1,849086,0,Mosson
1,5-TR1,849087,0,Mosson
1,5-TR1,849093,0,Mosson
1,5-TR1,849094,0,Mosson
1,5-TR1,849095,0,Mosson
1,5-TR1,849096,0,Mosson
1,5-TR1,849097,0,Mosson
1,5-TR1,849098,0,Mosson
1,5-TR1,849099,0,Mosson
1,5-TR1,849100,0,Mosson
1,5-TR1,849101,0,Mosson
1,5-TR1,849102,0,Mosson
1,5-TR1,849103,0,Mosson
1,5-TR1,849104,0,Mosson
1,5-TR1,849105,0,Mosson
1,5-TR1,849106,0,Mosson
1,5-TR1,849107,0,Mosson
1,5-TR1,849108,0,Mosson
1,5-TR1,849109,0,Mosson
1,5-TR1,849110,0,Mosson
1,5-TR1,849111,0,Mosson
1,5-TR1,849112,0,Mosson
1,5-TR1,849113,0,Mosson
1,5-TR1,849114,0,Mosson
1,5-TR1,849115,0,Mosson
1,5-TR1,849116,0,Mosson
1,5-TR1,849117,0,Mosson
1,5-TR1,849118,0,Mosson
1,5-TR1,849119,0,Mosson
1,5-TR1,849120,0,Mosson
1,5-TR1,849121,0,Mosson
1,5-TR1,849122,0,Mosson
1,5-TR1,849123,0,Mosson
1,5-TR1,849124,0,Mosson
1,5-TR1,849125,0,Mosson
1,5-TR1,849126,0,Mosson
1,5-TR1,849127,0,Mosson
1,5-TR1,849128,0,Mosson
1,5-TR1,849129,0,Mosson
1,5-TR1,849130,0,Mosson
1,5-TR1,849131,0,Mosson
1,5-TR1,849132,0,Mosson
1,5-TR1,849133,0,Mosson
1,5-TR1,849134,0,Mosson
1,5-TR1,849179,0,Mosson
1,5-TR1,849181,0,Mosson
1,5-TR1,849184,0,Mosson
1,5-TR1,849185,0,Mosson
1,5-TR1,849186,0,Mosson
1,5-TR1,849189,0,Mosson
1,5-TR1,849190,0,Mosson
1,5-TR1,849191,0,Mosson
1,5-TR1,849196,0,Mosson
1,5-TR1,849197,0,Mosson
1,5-TR1,849198,0,Mosson
1,5-TR1,849199,0,Mosson
1,5-TR1,849200,0,Mosson
1,5-TR1,849201,0,Mosson
1,5-TR1,849208,0,Mosson
1,5-TR1,849209,0,Mosson
1,5-TR1,849210,0,Mosson
1,5-TR1,849211,0,Mosson
1,5-TR1,849212,0,Mosson
1,5-TR1,849213,0,Mosson
1,5-TR1,849214,0,Mosson
1,5-TR1,849215,0,Mosson
1,5-TR1,849216,0,Mosson
1,5-TR1,849220,0,Mosson
1,5-TR1,849221,0,Mosson
1,5-TR1,849222,0,Mosson
1,5-TR1,849223,0,Mosson
1,5-TR1,849224,0,Mosson
1,5-TR1,849226,0,Mosson
1,5-TR1,849228,0,Mosson
1,5-TR1,849230,0,Mosson
1,5-TR1,849232,0,Mosson
1,5-TR1,849239,0,Mosson
1,5-TR1,849240,0,Mosson
1,5-TR1,849241,0,Mosson
1,5-TR1,849242,0,Mosson
1,5-TR1,849248,0,Mosson
1,5-TR1,849249,0,Mosson
1,10-TR1,853200,0,Mosson
1,10-TR1,853201,0,Mosson
1,10-TR1,853204,0,Mosson
1,10-TR1,853205,0,Mosson
1,10-TR1,853207,0,Mosson
1,10-TR1,853209,0,Mosson
1,10-TR1,853210,0,Mosson
1,10-TR1,853211,0,Mosson
1,10-TR1,853212,0,Mosson
1,10-TR1,853213,0,Mosson
1,10-TR1,853214,0,Mosson
1,10-TR1,853215,0,Mosson
1,10-TR1,853216,0,Mosson
1,10-TR1,853217,0,Mosson
1,10-TR1,853218,0,Mosson
1,10-TR1,853219,0,Mosson
1,10-TR1,853234,0,Mosson
1,10-TR1,853235,0,Mosson
1,10-TR1,853236,0,Mosson
1,10-TR1,853237,0,Mosson
1,10-TR1,853238,0,Mosson
1,10-TR1,853239,0,Mosson
1,10-TR1,853240,0,Mosson
1,10-TR1,853242,0,Mosson
1,10-TR1,853243,0,Mosson
1,10-TR1,853244,0,Mosson
1,10-TR1,853246,0,Mosson
1,10-TR1,853247,0,Mosson
1,10-TR1,853249,0,Mosson
1,10-TR1,853250,0,Mosson
1,10-TR1,853251,0,Mosson
1,10-TR1,853252,0,Mosson
1,10-TR1,853253,0,Mosson
1,10-TR1,853254,0,Mosson
1,10-TR1,853255,0,Mosson
1,10-TR1,853256,0,Mosson
1,10-TR1,853257,0,Mosson
1,10-TR1,853258,0,Mosson
1,10-TR1,853259,0,Mosson
1,10-TR1,853260,0,Mosson
1,10-TR1,853261,0,Mosson
1,10-TR1,853262,0,Mosson
1,10-TR1,853263,0,Mosson
1,10-TR1,853371,0,Mosson
1,10-TR1,853372,0,Mosson
1,10-TR1,853373,0,Mosson
1,10-TR1,853374,0,Mosson
1,10-TR1,853375,0,Mosson
1,10-TR1,853376,0,Mosson
1,10-TR1,853377,0,Mosson
1,10-TR1,853378,0,Mosson
1,10-TR1,853379,0,Mosson
1,10-TR1,853380,0,Mosson
1,10-TR1,853381,0,Mosson
1,10-TR1,853382,0,Mosson
1,10-TR1,853383,0,Mosson
1,10-TR1,853384,0,Mosson
1,10-TR1,853385,0,Mosson
1,10-TR1,853386,0,Mosson
1,10-TR1,853387,0,Mosson
1,10-TR1,853388,0,Mosson
1,10-TR1,853389,0,Mosson
1,10-TR1,853390,0,Mosson
1,10-TR1,853391,0,Mosson
1,10-TR1,853392,0,Mosson
1,10-TR1,853393,0,Mosson
1,10-TR1,853394,0,Mosson
1,10-TR1,853395,0,Mosson
1,10-TR1,853396,0,Mosson
1,10-TR1,853397,0,Mosson
1,10-TR1,853398,0,Mosson
1,10-TR1,853399,0,Mosson
1,10-TR1,853400,0,Mosson
1,10-TR1,853401,0,Mosson
1,10-TR1,853402,0,Mosson
1,10-TR1,853403,0,Mosson
1,10-TR1,853404,0,Mosson
1,10-TR1,853405,0,Mosson
1,10-TR1,853406,0,Mosson
1,10-TR1,853407,0,Mosson
1,10-TR1,853408,0,Mosson
1,10-TR1,853409,0,Mosson
1,10-TR1,853410,0,Mosson
1,10-TR1,853411,0,Mosson
1,10-TR1,853412,0,Mosson
1,10-TR1,853413,0,Mosson
1,10-TR1,853414,0,Mosson
1,10-TR1,853415,0,Mosson
1,10-TR1,853416,0,Mosson
1,10-TR1,853417,0,Mosson
1,10-TR1,853418,0,Mosson
1,10-TR1,853419,0,Mosson
1,10-TR1,853420,0,Mosson
1,10-TR1,853421,0,Mosson
1,10-TR1,853422,0,Mosson
1,10-TR1,853423,0,Mosson
1,10-TR1,853424,0,Mosson
1,10-TR1,853425,0,Mosson
1,10-TR1,853426,0,Mosson
1,10-TR1,853427,0,Mosson
1,10-TR1,853428,0,Mosson
1,10-TR1,853429,0,Mosson
1,10-TR1,853430,0,Mosson
1,10-TR1,853431,0,Mosson
1,10-TR1,853432,0,Mosson
1,10-TR1,853433,0,Mosson
1,10-TR1,853434,0,Mosson
1,10-TR1,853435,0,Mosson
1,10-TR1,853436,0,Mosson
1,10-TR1,853437,0,Mosson
1,10-TR1,853438,0,Mosson
1,10-TR1,853439,0,Mosson
1,10-TR1,853440,0,Mosson
1,10-TR1,853441,0,Mosson
1,10-TR1,853442,0,Mosson
1,10-TR1,853443,0,Mosson
1,10-TR1,853444,0,Mosson
1,10-TR1,853445,0,Mosson
1,10-TR1,853446,0,Mosson
1,10-TR1,853447,0,Mosson
1,10-TR1,853448,0,Mosson
1,10-TR1,853449,0,Mosson
1,10-TR1,853450,0,Mosson
1,10-TR1,853451,0,Mosson
1,10-TR1,853452,0,Mosson
1,10-TR1,853453,0,Mosson
1,10-TR1,853455,0,Mosson
1,10-TR1,853456,0,Mosson
1,10-TR1,853457,0,Mosson
1,10-TR1,853458,0,Mosson
1,10-TR1,853459,0,Mosson
1,10-TR1,853460,0,Mosson
1,10-TR1,853461,0,Mosson
1,10-TR1,853462,0,Mosson
1,10-TR1,853463,0,Mosson
1,10-TR1,853464,0,Mosson
1,10-TR1,853465,0,Mosson
1,10-TR1,853467,0,Mosson
1,10-TR1,853468,0,Mosson
1,10-TR1,853470,0,Mosson
1,10-TR1,853472,0,Mosson
1,10-TR1,853475,0,Mosson
1,10-TR1,853476,0,Mosson
1,10-TR1,853479,0,Mosson
1,10-TR1,853481,0,Mosson
1,10-TR1,853483,0,Mosson
1,10-TR1,853485,0,Mosson
1,10-TR1,853486,0,Mosson
1,10-TR1,853489,0,Mosson
1,10-TR1,853490,0,Mosson
1,10-TR1,853494,0,Mosson
1,10-TR1,853495,0,Mosson
1,10-TR1,853496,0,Mosson
1,10-TR1,853500,0,Mosson
1,10-TR1,853503,0,Mosson
1,10-TR1,853504,0,Mosson
1,10-TR1,853506,0,Mosson
1,10-TR1,853508,0,Mosson
1,10-TR1,853510,0,Mosson
1,10-TR1,853512,0,Mosson
1,10-TR1,853514,0,Mosson
1,10-TR1,853515,0,Mosson
1,10-TR1,853516,0,Mosson
1,10-TR1,853523,0,Mosson
1,10-TR1,853526,0,Mosson
1,10-TR1,853530,0,Mosson
1,10-TR1,853531,0,Mosson
1,10-TR1,853532,0,Mosson
1,10-TR1,853534,0,Mosson
1,10-TR1,853535,0,Mosson
1,10-TR1,853540,0,Mosson
1,10-TR1,853552,0,Mosson
1,10-TR1,853553,0,Mosson
1,10-TR1,853554,0,Mosson
1,10-TR1,853559,0,Mosson
1,11-TR1,855027,0,Mosson
1,11-TR1,855028,0,Mosson
1,11-TR1,855031,0,Mosson
1,11-TR1,855032,0,Mosson
1,11-TR1,855034,0,Mosson
1,11-TR1,855036,0,Mosson
1,11-TR1,855037,0,Mosson
1,11-TR1,855038,0,Mosson
1,11-TR1,855039,0,Mosson
1,11-TR1,855040,0,Mosson
1,11-TR1,855041,0,Mosson
1,11-TR1,855042,0,Mosson
1,11-TR1,855043,0,Mosson
1,11-TR1,855044,0,Mosson
1,11-TR1,855045,0,Mosson
1,11-TR1,855046,0,Mosson
1,11-TR1,855061,0,Mosson
1,11-TR1,855062,0,Mosson
1,11-TR1,855063,0,Mosson
1,11-TR1,855064,0,Mosson
1,11-TR1,855065,0,Mosson
1,11-TR1,855066,0,Mosson
1,11-TR1,855067,0,Mosson
1,11-TR1,855069,0,Mosson
1,11-TR1,855070,0,Mosson
1,11-TR1,855071,0,Mosson
1,11-TR1,855073,0,Mosson
1,11-TR1,855074,0,Mosson
1,11-TR1,855076,0,Mosson
1,11-TR1,855077,0,Mosson
1,11-TR1,855078,0,Mosson
1,11-TR1,855079,0,Mosson
1,11-TR1,855080,0,Mosson
1,11-TR1,855081,0,Mosson
1,11-TR1,855082,0,Mosson
1,11-TR1,855083,0,Mosson
1,11-TR1,855084,0,Mosson
1,11-TR1,855085,0,Mosson
1,11-TR1,855086,0,Mosson
1,11-TR1,855087,0,Mosson
1,11-TR1,855088,0,Mosson
1,11-TR1,855089,0,Mosson
1,11-TR1,855090,0,Mosson
1,11-TR1,855198,0,Mosson
1,11-TR1,855199,0,Mosson
1,11-TR1,855200,0,Mosson
1,11-TR1,855201,0,Mosson
1,11-TR1,855202,0,Mosson
1,11-TR1,855203,0,Mosson
1,11-TR1,855204,0,Mosson
1,11-TR1,855205,0,Mosson
1,11-TR1,855206,0,Mosson
1,11-TR1,855207,0,Mosson
1,11-TR1,855208,0,Mosson
1,11-TR1,855209,0,Mosson
1,11-TR1,855210,0,Mosson
1,11-TR1,855211,0,Mosson
1,11-TR1,855212,0,Mosson
1,11-TR1,855213,0,Mosson
1,11-TR1,855214,0,Mosson
1,11-TR1,855215,0,Mosson
1,11-TR1,855216,0,Mosson
1,11-TR1,855217,0,Mosson
1,11-TR1,855218,0,Mosson
1,11-TR1,855219,0,Mosson
1,11-TR1,855220,0,Mosson
1,11-TR1,855221,0,Mosson
1,11-TR1,855222,0,Mosson
1,11-TR1,855223,0,Mosson
1,11-TR1,855224,0,Mosson
1,11-TR1,855225,0,Mosson
1,11-TR1,855226,0,Mosson
1,11-TR1,855227,0,Mosson
1,11-TR1,855228,0,Mosson
1,11-TR1,855229,0,Mosson
1,11-TR1,855230,0,Mosson
1,11-TR1,855231,0,Mosson
1,11-TR1,855232,0,Mosson
1,11-TR1,855233,0,Mosson
1,11-TR1,855234,0,Mosson
1,11-TR1,855235,0,Mosson
1,11-TR1,855236,0,Mosson
1,11-TR1,855237,0,Mosson
1,11-TR1,855238,0,Mosson
1,11-TR1,855239,0,Mosson
1,11-TR1,855240,0,Mosson
1,11-TR1,855241,0,Mosson
1,11-TR1,855242,0,Mosson
1,11-TR1,855243,0,Mosson
1,11-TR1,855244,0,Mosson
1,11-TR1,855245,0,Mosson
1,11-TR1,855246,0,Mosson
1,11-TR1,855247,0,Mosson
1,11-TR1,855248,0,Mosson
1,11-TR1,855249,0,Mosson
1,11-TR1,855250,0,Mosson
1,11-TR1,855251,0,Mosson
1,11-TR1,855252,0,Mosson
1,11-TR1,855253,0,Mosson
1,11-TR1,855254,0,Mosson
1,11-TR1,855255,0,Mosson
1,11-TR1,855256,0,Mosson
1,11-TR1,855257,0,Mosson
1,11-TR1,855258,0,Mosson
1,11-TR1,855259,0,Mosson
1,11-TR1,855260,0,Mosson
1,11-TR1,855261,0,Mosson
1,11-TR1,855262,0,Mosson
1,11-TR1,855263,0,Mosson
1,11-TR1,855264,0,Mosson
1,11-TR1,855265,0,Mosson
1,11-TR1,855266,0,Mosson
1,11-TR1,855267,0,Mosson
1,11-TR1,855268,0,Mosson
1,11-TR1,855269,0,Mosson
1,11-TR1,855270,0,Mosson
1,11-TR1,855271,0,Mosson
1,11-TR1,855272,0,Mosson
1,11-TR1,855273,0,Mosson
1,11-TR1,855274,0,Mosson
1,11-TR1,855275,0,Mosson
1,11-TR1,855276,0,Mosson
1,11-TR1,855277,0,Mosson
1,11-TR1,855278,0,Mosson
1,11-TR1,855279,0,Mosson
1,11-TR1,855280,0,Mosson
1,11-TR1,855282,0,Mosson
1,11-TR1,855283,0,Mosson
1,11-TR1,855284,0,Mosson
1,11-TR1,855285,0,Mosson
1,11-TR1,855286,0,Mosson
1,11-TR1,855287,0,Mosson
1,11-TR1,855288,0,Mosson
1,11-TR1,855289,0,Mosson
1,11-TR1,855290,0,Mosson
1,11-TR1,855291,0,Mosson
1,11-TR1,855292,0,Mosson
1,11-TR1,855294,0,Mosson
1,11-TR1,855295,0,Mosson
1,11-TR1,855297,0,Mosson
1,11-TR1,855299,0,Mosson
1,11-TR1,855302,0,Mosson
1,11-TR1,855303,0,Mosson
1,11-TR1,855306,0,Mosson
1,11-TR1,855308,0,Mosson
1,11-TR1,855310,0,Mosson
1,11-TR1,855312,0,Mosson
1,11-TR1,855313,0,Mosson
1,11-TR1,855316,0,Mosson
1,11-TR1,855317,0,Mosson
1,11-TR1,855321,0,Mosson
1,11-TR1,855322,0,Mosson
